,Person_ID,Person_name,Person_age,Person_gender,Person_ducation_level_ID,Assoc_stimulus,Term1,Term2,cos,Person_term_ID,Person_term_name,Person_term_age,Person_term_gender,Person_term_ducation_level_ID
265,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,программа,0.81792915,3,аспирант,34,male,3
266,2,родитель,40,female,2,образовательный/образование,образовательный/образование,центр,0.82111263,0,абитуриентка,18,female,1
267,2,родитель,40,female,2,образовательный/образование,образовательный/образование,центр,0.8026507,1,магистрант,25,male,2
268,2,родитель,40,female,2,образовательный/образование,образовательный/образование,центр,0.8271245,2,родитель,40,female,2
269,2,родитель,40,female,2,образовательный/образование,образовательный/образование,центр,0.8315922,3,аспирант,34,male,3
270,2,родитель,40,female,2,образовательный/образование,образовательный/образование,университет,0.8444915,0,абитуриентка,18,female,1
271,2,родитель,40,female,2,образовательный/образование,образовательный/образование,университет,0.7713721,1,магистрант,25,male,2
272,2,родитель,40,female,2,образовательный/образование,образовательный/образование,университет,0.68753797,2,родитель,40,female,2
273,2,родитель,40,female,2,образовательный/образование,образовательный/образование,университет,0.8517552,3,аспирант,34,male,3
274,2,родитель,40,female,2,образовательный/образование,образовательный/образование,наука/научный,0.828538,0,абитуриентка,18,female,1
275,2,родитель,40,female,2,образовательный/образование,образовательный/образование,наука/научный,0.4301382,1,магистрант,25,male,2
276,2,родитель,40,female,2,образовательный/образование,образовательный/образование,наука/научный,0.87907887,2,родитель,40,female,2
277,2,родитель,40,female,2,образовательный/образование,образовательный/образование,наука/научный,0.8933362,3,аспирант,34,male,3
